substrate,base,fluoride,yield
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.09
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.11
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.45
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.04
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.06
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.07
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.07
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.08
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.05
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.07
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.09
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.07
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.11
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.01
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.04
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.06
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.06
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.02
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.03
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.06
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.05
O=C1C2=C(C=CC=C2)C(N1[C@H]3CC[C@@H](O)CC3)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.17
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.35
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.38
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.4
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.23
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.18
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.26
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.39
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.41
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.44
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.01
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.2
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.26
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.38
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.52
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.11
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.24
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.32
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.28
[H][C@](C1)(O)C[C@H]2CC[C@@H]1N2C(OC(C)(C)C)=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.5
OCC1=CC=C(C2=CC=CC=C2)C=C1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.11
OCC1=CC=C(C2=CC=CC=C2)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.12
OCC1=CC=C(C2=CC=CC=C2)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.17
OCC1=CC=C(C2=CC=CC=C2)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.21
OCC1=CC=C(C2=CC=CC=C2)C=C1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.23
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.36
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.26
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.36
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.41
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.37
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.83
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.57
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.83
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.83
OCC1=CC=C(C2=CC=CC=C2)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.48
OCC1=CC=C(C2=CC=CC=C2)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.92
OCC1=CC=C(C2=CC=CC=C2)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.77
OCC1=CC=C(C2=CC=CC=C2)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.99
OCC1=CC=C(C2=CC=CC=C2)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.91
OCC1=CC=C(C2=CC=CC=C2)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.68
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.18
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.17
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.09
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.28
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.29
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.36
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.41
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.38
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.42
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.44
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.79
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.74
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.85
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.84
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.66
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.9
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.85
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.97
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.89
OCC1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.68
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.33
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.08
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.36
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.37
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.33
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.38
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.09
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.38
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.4
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.39
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.45
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.07
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.44
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.49
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.39
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.47
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.05
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.44
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.48
OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=CC=C3)C=C2)CCCC)Cl,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.47
OCN1C(C)=CC(C)=N1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.38
OCN1C(C)=CC(C)=N1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.3
OCN1C(C)=CC(C)=N1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.43
OCN1C(C)=CC(C)=N1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.46
OCN1C(C)=CC(C)=N1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.47
OCN1C(C)=CC(C)=N1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.59
OCN1C(C)=CC(C)=N1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.41
OCN1C(C)=CC(C)=N1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.58
OCN1C(C)=CC(C)=N1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.55
OCN1C(C)=CC(C)=N1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.55
OCN1C(C)=CC(C)=N1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.62
OCN1C(C)=CC(C)=N1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.37
OCN1C(C)=CC(C)=N1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.59
OCN1C(C)=CC(C)=N1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.59
OCN1C(C)=CC(C)=N1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.52
OCN1C(C)=CC(C)=N1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.66
OCN1C(C)=CC(C)=N1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.34
OCN1C(C)=CC(C)=N1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.65
OCN1C(C)=CC(C)=N1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.6
OCN1C(C)=CC(C)=N1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.57
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.28
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.29
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.4
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.38
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.25
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.38
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.34
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.47
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.46
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.18
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.49
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.31
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.57
